lactate_abg,ph_abg,hco3_abg,temp_c,temp_nc,urea,creatinine,sodium,k,hb,wbc,neutrophil,platelets,crp,chemo,chronic_rrt,metastatic,radiotx,apache,medical,system,height,weight,elective_surgical,arrival_dttm,discharge_dttm,dob,vital_status,sex,nhs_number,age_years,los,bmi,gender
1.5,7.3,23.1,35,36.2,4.5,38,139,4.2,98,8.5,7.1,116,3.4,1,0,0,0,14,0,3,1.8,75,1,2014-02-20T12:51:31Z,2014-03-01T12:51:31Z,1934-02-20,A,M,5471923979,80,9,231481.48148148143,M
1.2,7.43,28.4,37,36.8,4.8,34,144,4.1,81,13.79,9.3,413,44.1,1,0,1,0,10,1,1,1.5,50,0,2014-02-20T10:42:00Z,2014-02-26T10:42:00Z,1964-02-20,A,F,8893342472,50,6,222222.22222222222,F
1.1,7.37,28.8,37.1,37.4,4,42,142,4.2,110,14.6,11.4,413,4,0,0,0,0,12,1,1,1.6,65,0,2014-02-21T21:00:23Z,2014-03-03T21:00:23Z,1964-02-21,A,F,5599517411,50,10,253906.25,F
2.1,7.32,22.7,36.4,35.8,3.2,98,139,4.6,131,7.5,5.8,107,2,0,0,0,0,10,0,2,1.8,65,1,2014-02-22T23:59:27Z,2014-02-27T11:59:27Z,1954-02-22,A,M,4145681584,60,5,200617.28395061725,M
1.8,7.31,24.1,37.2,37.1,3,81,141,5.5,115,8.4,6.33,204,85,0,0,0,0,11,0,3,1.75,75,1,2014-02-24T08:11:11Z,2014-02-24T20:11:11Z,1934-02-24,A,M,2516463936,80,0,244897.95918367343,M
1,7.26,26.7,36,37.2,5.9,86,137,4.8,128,11.3,9.18,188,25,0,0,0,0,10,0,2,1.8,100,1,2014-02-24T07:45:50Z,2014-02-24T19:45:50Z,1954-02-24,A,M,7224833959,60,0,308641.9753086419,M
1.1,7.17,17,32.5,35.8,9.7,195,144,4.2,102,12.9,12.6,72,120,1,0,0,0,6,1,7,1.6,115,0,2014-02-24T23:48:58Z,2014-03-18T23:48:58Z,1934-02-24,A,M,2268586499,80,22,449218.75,M
1.1,7.39,25,36,36.4,4,63,140,4.9,137,9.9,6.1,120,15,0,0,1,0,9,0,2,1.6,100,1,2014-02-24T08:40:23Z,2014-03-01T08:40:23Z,1954-02-24,A,F,5388868672,60,5,390625,F
1.5,7.46,24,36.1,36.5,12.9,81,99,5.5,9.7,10.7,9.5,314,95.7,1,0,1,0,15,1,2,1.9,100,0,2014-02-25T00:45:47Z,2014-02-26T00:45:47Z,1944-02-25,A,M,6324251853,70,1,277008.3102493075,M
1.1,7.31,25.8,36,36.1,NA,457,133,6.5,80,8.85,7.63,269,4,1,1,1,1,15,1,1,1.65,85,0,2014-02-25T13:02:26Z,2014-02-26T13:02:26Z,1944-02-25,A,F,1921777540,70,1,312213.0394857667,F
1.5,7.26,19.1,37.6,37.1,6.4,116,134,4.3,145,7.7,5.8,185,81,0,0,0,0,22,1,2,1.9,105,0,2014-02-25T23:24:17Z,2014-03-03T11:24:17Z,1954-02-25,A,M,9686782125,60,6,290858.72576177283,M
0.6,7.36,25.3,36.2,36.8,6.9,306,129,4.3,77,12.2,10.73,251,179,0,0,0,0,6,1,7,1.7,50,0,2014-02-25T16:24:26Z,2014-02-26T04:24:26Z,1964-02-25,A,M,5148436867,50,1,173010.38062283734,M
3.3,7.42,21.8,37.4,36.7,2.3,114,140,3.3,87,9.3,7.12,180,8,1,1,0,1,15,0,7,1.55,60,1,2014-02-25T14:14:46Z,2014-02-26T14:14:46Z,1964-02-25,A,M,1578734452,50,1,249739.85431841834,M
3.5,7.452,21.6,37.2,37.3,4.3,75,136,4.9,141,7.9,6.8,417,71,0,0,0,0,14,0,10,1.7,50,0,2014-02-26T05:28:25Z,2014-02-28T05:28:25Z,1944-02-26,A,M,3187278477,70,2,173010.38062283734,M
9,7.41,12.4,37,36.1,5.5,75,136,4.4,110,7.7,4.61,140,58,1,0,0,0,22,0,2,1.75,85,1,2014-02-27T23:02:11Z,2014-03-11T23:02:11Z,1944-02-27,D,M,1245366777,70,12,277551.0204081632,M
1.1,7.28,17.8,34.6,36.5,6.8,106,141,5.5,105,26.8,24.2,156,40,0,0,0,0,15,0,3,1.75,80,1,2014-02-27T20:18:26Z,2014-03-03T20:18:26Z,1964-02-27,A,M,5652853999,50,4,261224.48979591834,M
1.7,7.37,24.3,37.2,38,6.2,115,139,3.9,151,10.9,7.6,249,58,0,0,0,0,6,0,2,1.8,125,1,2014-02-28T06:49:39Z,2014-02-28T18:49:39Z,1954-02-28,A,M,8826316244,60,0,385802.4691358024,M
0.6,7.23,21,37,36.7,1.7,49,143,4.2,87,17.5,14.9,248,1,0,0,1,0,5,0,2,1.8,80,1,2014-02-28T03:51:33Z,2014-03-01T03:51:33Z,1974-02-28,A,F,3482588988,40,1,246913.58024691354,F
0.7,7.44,28.5,37,37.6,1,55,138,3.7,91,6,5.4,221,240,1,1,0,1,15,1,1,1.5,50,0,2014-03-01T13:27:30Z,2014-03-02T13:27:30Z,1944-03-01,A,F,6972132266,70,1,222222.22222222222,F
2.9,7.33,23.1,37.5,37.1,6.2,116,130,5.3,112,27.7,22.8,342,155,0,0,0,0,15,1,1,1.65,85,0,2014-03-02T19:33:20Z,2014-03-14T19:33:20Z,1944-03-02,D,F,5852295175,70,12,312213.0394857667,F
1.7,7.21,27.1,36.1,36.1,2.9,40,141,3.3,97,15.2,14.5,216,5,0,0,0,0,11,1,4,1.75,70,1,2014-03-02T10:09:52Z,2014-03-04T10:09:52Z,1954-03-02,A,M,3329153776,60,2,228571.42857142855,M
7.2,7.31,26,36,37.1,9.3,74,144,4.7,72,15.4,13.35,191,11,0,0,0,0,22,0,3,1.6,65,1,2014-03-02T01:23:20Z,2014-03-17T01:23:20Z,1944-03-02,A,F,2581246812,70,15,253906.25,F
1.8,7.27,23.2,36.5,36.3,3.6,73,140,3.9,139,13,10.9,109,28.7,0,0,0,0,10,0,1,1.85,65,1,2014-03-04T15:50:54Z,2014-03-06T15:50:54Z,1954-03-04,A,M,2146134186,60,2,189919.64937910877,M
1.3,7.27,21,36.9,38.9,19.4,242,133,4.5,141,20.5,16,54,3.7,0,0,0,0,15,1,8,1.75,80,0,2014-03-04T05:28:45Z,2014-03-05T17:28:45Z,1944-03-04,A,M,2249468915,70,1,261224.48979591834,M
2.5,7.38,21.2,37,36.8,3.2,68,140,3.3,96,15.4,13.84,163,54.7,0,0,0,0,7,1,1,1.6,50,0,2014-03-05T02:16:41Z,2014-03-06T02:16:41Z,1944-03-05,A,F,1572422343,70,1,195312.5,F
3.4,7.3,24.7,36.5,36.4,5.8,61,141,4.5,113,13,10.4,202,1,0,0,0,0,23,0,3,1.55,55,1,2014-03-06T05:15:04Z,2014-03-07T05:15:04Z,1934-03-06,A,F,6614221566,80,1,228928.19979188347,F
1.1,7.35,20.2,35.7,36,9.7,102,140,4.2,95,19.7,17.2,208,149,1,0,0,1,13,0,3,1.7,80,1,2014-03-07T07:45:17Z,2014-03-09T07:45:17Z,1934-03-07,A,M,1942544774,80,2,276816.6089965398,M
1.8,7.37,22.6,36.5,36.9,3.2,83,140,4.1,113,14,11.94,101,13,0,0,0,0,4,0,10,1.6,65,1,2014-03-10T09:07:53Z,2014-03-11T09:07:53Z,1964-03-10,A,M,6818266274,50,1,253906.25,M
2,7.25,27.7,36.6,37.9,4,100,140,4.8,157,7.7,6.7,269,205,0,0,0,0,4,1,1,1.75,85,0,2014-03-10T11:13:21Z,2014-03-16T11:13:21Z,1964-03-10,A,M,3243117577,50,6,277551.0204081632,M
3.7,7.46,25.5,38.8,39.7,NA,68,140,4,150,39.6,28.5,314,100.8,0,0,0,0,68,0,10,1.65,55,1,2014-03-10T19:18:57Z,2014-03-11T07:18:57Z,1944-03-10,A,F,1457599430,70,1,202020.202020202,F
1.4,7.4,24,37.1,37.1,9.7,65,129,4.2,84,11.1,8.3,135,167.7,1,0,0,0,9,1,1,1.75,70,0,2014-03-11T21:21:07Z,2014-03-14T21:21:07Z,1964-03-11,A,M,8717177537,50,3,228571.42857142855,M
2.5,7.38,20.6,36,35.8,13.5,74,139,3.5,134,14.25,12.2,177,13,0,0,0,0,20,0,2,1.6,70,1,2014-03-11T21:16:26Z,2014-03-13T09:16:26Z,1944-03-11,A,F,9289825944,70,2,273437.5,F
4.6,7.42,28.3,33.9,36.6,5.8,15,141,3.9,102,20.6,17.16,685,166,0,0,1,0,30,1,1,1.8,55,0,2014-03-12T00:16:21Z,2014-03-15T00:16:21Z,1954-03-12,A,M,3692868359,60,3,169753.08641975306,M
1.3,7.313,23.7,37.2,37.4,15.2,153,136,4.2,89,3.4,3.95,195,57,0,0,0,0,9,1,3,1.75,75,0,2014-03-12T21:02:05Z,2014-03-29T21:02:05Z,1944-03-12,A,M,2491148269,70,17,244897.95918367343,M
1,7.36,24.8,36.4,36.8,8.8,66,130,4.9,128,14,12.6,216,84.8,1,0,0,0,9,0,2,1.85,105,1,2014-03-12T17:06:14Z,2014-03-14T17:06:14Z,1964-03-12,A,M,8465249873,50,2,306793.2797662527,M
0.9,7.39,27.4,35.9,37.1,6,53,134,4.6,89,13.1,11.4,123,2,1,0,0,0,9,0,2,1.7,70,0,2014-03-12T19:01:23Z,2014-03-18T19:01:23Z,1954-03-12,A,F,5392828973,60,6,242214.5328719723,F
1.7,7.29,6.7,37.3,36.6,12.5,242,141,5.1,132,3.6,2.7,33,26.6,1,1,0,1,9,0,2,1.8,90,1,2014-03-12T19:03:08Z,2014-03-14T19:03:08Z,1934-03-12,A,M,5931974385,80,2,277777.7777777777,M
2.6,7.311,14.5,37.5,37,27.1,311,134,6,112,8.4,4.95,153,252.2,0,0,0,0,23,1,7,1.65,65,0,2014-03-12T19:50:59Z,2014-03-24T19:50:59Z,1944-03-12,A,F,9167729177,70,12,238751.1478420569,F
1.5,7.45,22.1,36.7,37,5.1,40,110,4.1,104,9.9,6.9,122,81,1,0,0,0,21,1,8,1.6,60,0,2014-03-12T00:13:37Z,2014-03-14T12:13:37Z,1944-03-12,A,F,8786919318,70,2,234375,F
0.9,7.403,21.8,36.1,36.5,5.7,68,137,4.8,82,11.4,8.94,256,80.2,0,0,0,0,5,0,2,1.45,50,1,2014-03-13T21:09:09Z,2014-03-16T09:09:09Z,1994-03-13,A,F,4588614738,20,3,237812.1284185494,F
1.7,7.29,23,37.2,36.9,6.9,47,140,4.2,107,23.8,17.7,686,70,0,0,1,0,14,0,3,1.5,50,1,2014-03-13T07:20:04Z,2014-03-14T07:20:04Z,1944-03-13,A,F,1578744393,70,1,222222.22222222222,F
2.6,7.19,31,35,36.3,25.6,311,138,5.5,104,9.9,9.4,100,188.6,1,1,0,1,23,1,3,1.5,50,0,2014-03-13T12:02:33Z,2014-03-17T12:02:33Z,1974-03-13,D,M,4166288377,40,4,222222.22222222222,M
1.5,7.42,23,35.9,36.7,NA,88,139,4.2,107,12.5,11.6,221,22,1,1,1,1,11,0,3,1.65,50,1,2014-03-13T11:17:45Z,2014-03-13T23:17:45Z,1954-03-13,A,M,5274994210,60,0,183654.72910927454,M
1.4,7.4,21.2,37.1,36.8,3.8,52,141,4.5,83,11.2,8.7,137,22,1,0,0,0,17,0,2,1.7,75,1,2014-03-14T17:29:12Z,2014-03-16T17:29:12Z,1994-03-14,A,F,2945266318,20,2,259515.57093425601,F
0.8,7.39,26.4,36.2,36.2,NA,121,145,4.6,104,2.8,1.8,82,15,1,1,1,1,13,1,3,1.6,80,0,2014-03-14T14:50:52Z,2014-03-16T14:50:52Z,1954-03-14,A,F,4859485750,60,2,312500,F
1.8,7.31,18.9,38,34.6,6.2,115,136,4.7,103,18.7,14.59,562,35.7,0,0,1,0,19,0,10,1.65,70,1,2014-03-15T17:44:29Z,2014-03-23T17:44:29Z,1944-03-15,D,F,5218517224,70,8,257116.62075298437,F
0.8,7.46,20.5,37.9,35.8,NA,114,140,4.3,124,17.1,13.52,137,16,1,1,0,1,5,0,2,1.65,110,1,2014-03-15T07:53:56Z,2014-03-18T07:53:56Z,1954-03-15,A,M,6741121420,60,3,404040.404040404,M
2.7,7.46,26,37.2,38.2,4.7,79,132,3.7,79,12.2,8.9,114,142.2,1,1,1,1,16,1,1,1.7,60,0,2014-03-17T14:06:08Z,2014-03-18T02:06:08Z,1964-03-17,A,F,6962671377,50,1,207612.45674740482,F
1.7,7.31,26.5,36.2,35.7,5.1,125,141,5.6,83,11.6,11.2,253,36,1,0,1,0,18,0,7,1.6,60,1,2014-03-18T01:30:20Z,2014-03-19T01:30:20Z,1954-03-18,A,F,6598774632,60,1,234375,F
1.1,7.3,24.8,36.2,36.2,6.2,55,141,4.9,118,14.9,13.1,312,8,0,0,0,0,10,0,2,1.55,75,1,2014-03-18T13:04:16Z,2014-03-24T13:04:16Z,1944-03-18,A,F,9573635291,70,6,312174.8178980229,F
2.7,7.29,17.3,35.2,37.5,5.6,81,140,4.9,150,11.06,8.8,222,9,0,0,0,0,18,0,2,1.65,60,0,2014-03-19T02:18:30Z,2014-03-20T02:18:30Z,1934-03-19,A,F,6494526551,80,1,220385.67493112944,F
0.6,7.34,23,33.9,32.3,9.7,124,137,4.9,128,19.1,19.7,215,193,1,0,1,1,0,0,7,1.75,75,0,2014-03-21T00:21:37Z,2014-03-24T00:21:37Z,1934-03-21,A,M,8154263394,80,3,244897.95918367343,M
1.4,7.33,22,36.6,35.9,9.7,82,134,4.4,130,7.7,5.8,200,1,0,0,0,0,19,1,2,1.7,70,1,2014-03-20T12:43:16Z,2014-04-20T12:43:16Z,1934-03-20,A,M,4129871498,80,31,242214.5328719723,M
1.4,7.43,29,36.4,35.4,7.4,113,140,3.3,117,15.8,13.95,346,150,0,0,0,0,16,1,2,1.75,75,0,2014-03-22T00:24:02Z,2014-03-24T00:24:02Z,1944-03-22,A,M,3637536579,70,2,244897.95918367343,M
10.9,7.23,16.9,38.3,37.2,3.4,195,134,5.6,94,19.08,14.7,802,72,0,0,0,0,22,0,2,1.55,60,0,2014-03-21T15:22:40Z,2014-03-24T03:22:40Z,1944-03-21,A,F,6956519313,70,3,249739.85431841834,F
1.3,7.31,22.7,35.3,36,NA,72,136,4.9,94,33.8,24.43,448,52,0,0,0,0,8,0,2,1.7,65,1,2014-03-21T16:34:07Z,2014-03-23T16:34:07Z,1944-03-21,A,M,2711393550,70,2,224913.49480968856,M
3.8,7.49,17,36.2,36.5,5.2,79,141,4.3,128,5.57,3.66,185,1.2,0,1,1,0,61,1,1,1.65,65,0,2014-03-21T12:59:09Z,2014-03-29T12:59:09Z,1934-03-21,D,M,8475736513,80,8,238751.1478420569,M
1.3,7.33,18.6,37.9,36.7,7.7,193,133,5.3,138,13,8.04,133,49,0,0,0,0,12,1,7,1.7,65,0,2014-03-23T03:12:36Z,2014-03-27T03:12:36Z,1954-03-23,A,M,4185431651,60,4,224913.49480968856,M
2.9,7.42,27.6,36.6,38.7,7.3,85,134,3.7,103,6.9,6.4,109,329.9,0,0,0,0,28,0,3,1.65,65,1,2014-03-24T11:51:29Z,2014-03-27T11:51:29Z,1944-03-24,A,F,4995946233,70,3,238751.1478420569,F
1.3,7.313,19.7,36.8,34,18.4,448,133,6.1,96,11,7,195,23.3,0,1,0,0,15,1,7,1.65,95,0,2014-03-24T06:19:12Z,2014-03-31T06:19:12Z,1964-03-24,A,F,4377844679,50,7,348943.98530762165,F
1,7.4,28,36.8,37.3,3.9,49,135,3.4,123,11.2,9.4,213,123,0,0,0,0,19,1,1,1.6,100,0,2014-03-25T15:28:23Z,2014-03-26T03:28:23Z,1954-03-25,D,F,1515623629,60,1,390625,F
1,7.33,25.1,36.3,36.6,2.1,66,142,3.8,109,13.2,11.6,225,2,0,0,0,0,19,0,2,1.7,55,1,2014-03-25T11:21:57Z,2014-03-26T23:21:57Z,1944-03-25,A,F,1947356372,70,1,190311.41868512108,F
0.7,7.39,26.4,36.2,36.2,3.9,81,142,3.9,96,10.6,8.6,182,0.6,0,0,0,0,14,0,4,1.7,65,1,2014-03-26T17:35:51Z,2014-03-27T17:35:51Z,1934-03-26,A,F,6785364671,80,1,224913.49480968856,F
3.8,7.47,17,37.7,37.2,6.2,80,134,4.2,106,6.6,5.1,243,85,0,0,0,0,15,1,2,1.6,50,0,2014-03-26T05:11:30Z,2014-03-30T05:11:30Z,1944-03-26,A,F,1424644194,70,4,195312.5,F
2,7.27,26.1,36.6,36.6,12.4,183,134,5.4,116,14.4,12.8,183,24,1,1,1,1,15,1,7,1.75,100,0,2014-03-26T22:16:28Z,2014-03-27T22:16:28Z,1944-03-26,A,M,5148685697,70,1,326530.61224489793,M
2.5,7.47,24,37.8,36.7,3.1,51,139,4.1,157,6,1.3,163,3,1,1,0,1,12,1,1,1.8,110,0,2014-03-27T13:38:10Z,2014-04-08T13:38:10Z,1934-03-27,A,M,2595964437,80,12,339506.1728395061,M
1.8,7.37,25.2,35.9,36.3,8.2,149,136,4.9,152,16.7,15.2,232,219,0,0,0,0,55,0,7,1.85,70,1,2014-03-27T00:53:44Z,2014-03-27T12:53:44Z,1934-03-27,A,M,3824627922,80,0,204528.85317750176,M
1.4,7.241,23.1,37.7,37,5.6,84,138,5.3,130,11.4,10.7,163,85,0,0,0,0,16,0,2,1.7,100,1,2014-03-27T20:24:26Z,2014-04-10T20:24:26Z,1954-03-27,A,M,8353436833,60,14,346020.7612456747,M
1.1,7.48,29.6,36.5,37.2,7.8,97,128,4.9,125,12.3,11.23,213,179,0,0,0,0,13,1,2,1.9,90,0,2014-03-27T18:57:33Z,2014-03-28T18:57:33Z,1944-03-27,A,M,7385295622,70,1,249307.47922437673,M
1.7,7.42,17.4,36.6,37,7.9,176,136,4.3,110,5.57,3.8,229,11.3,1,1,1,1,12,0,1,1.65,60,1,2014-03-27T08:09:01Z,2014-03-29T08:09:01Z,1934-03-27,A,M,4381313739,80,2,220385.67493112944,M
1.5,7.44,24,35.8,36.6,4,75,140,3.4,143,15.5,15.5,220,36.8,0,0,0,0,11,1,3,1.9,90,0,2014-03-28T06:56:19Z,2014-04-08T06:56:19Z,1984-03-28,A,M,7788197467,30,11,249307.47922437673,M
1.4,7.5,21.2,37,38,NA,119,135,3.3,107,3.4,2.7,195,286,0,0,0,0,14,0,3,1.6,90,1,2014-03-28T16:41:51Z,2014-03-29T16:41:51Z,1934-03-28,A,F,6654251830,80,1,351562.5,F
4.4,7.38,23.9,35.6,34.8,3.4,64,137,4.5,81,10.4,9.57,4,82,1,0,0,0,17,0,2,1.65,75,1,2014-03-31T10:31:42Z,2014-04-07T10:31:42Z,1974-03-31,A,F,2523965216,40,7,275482.0936639118,F
1.9,7.37,20.4,36.5,37.7,4.8,93,138,4.6,117,11.8,7.2,188,47,0,0,0,0,6,0,3,1.7,65,1,2014-03-31T23:03:59Z,2014-04-01T23:03:59Z,1974-03-31,A,M,2764395256,40,1,224913.49480968856,M
3,7.38,21,36,35.8,3.3,55,140,4.1,131,13.4,12.1,137,40,0,0,0,0,0,1,2,1.65,60,0,2014-04-01T20:34:49Z,2014-04-04T20:34:49Z,1934-04-01,A,M,1669976726,80,3,220385.67493112944,M
2.2,7.342,19.4,37.2,37,9.7,83,136,2.7,111,9.3,8.05,211,326,0,0,0,0,14,1,1,1.8,115,0,2014-04-01T22:27:12Z,2014-04-02T22:27:12Z,1934-04-01,A,M,4767568595,80,1,354938.2716049382,M
1.7,7.42,27,37.3,37.2,8.2,92,143,4,111,3.3,1.44,359,66,0,0,0,0,14,1,1,1.9,95,0,2014-04-02T22:46:53Z,2014-04-15T22:46:53Z,1944-04-02,A,F,9479513889,70,13,263157.89473684214,F
1.5,7.27,23.5,37.4,38,3,36,130,4.2,110,14.5,12.1,266,98,0,0,0,0,18,1,1,1.65,130,0,2014-04-02T15:31:19Z,2014-04-16T15:31:19Z,1984-04-02,A,F,3478258375,30,14,477502.2956841138,F
1,7.41,25.8,35.8,36.7,6.9,97,138,4.1,95,20.6,16.2,339,47,0,0,0,0,8,1,1,1.9,85,0,2014-04-02T12:33:16Z,2014-04-06T12:33:16Z,1974-04-02,A,M,6261574626,40,4,235457.06371191135,M
2.1,7.48,17,36.2,36.5,NA,63,126,4.3,99,11.9,8.8,201,179,1,0,1,0,0,0,7,1.6,55,1,2014-04-02T10:06:58Z,2014-04-06T10:06:58Z,1994-04-02,A,M,1522751580,20,4,214843.75,M
1,7.41,25.8,36.2,36.6,6,88,140,4.1,95,15.6,13.7,171,100,0,0,0,0,5,1,2,1.65,60,0,2014-04-03T00:06:39Z,2014-04-05T00:06:39Z,1974-04-03,A,F,8122257364,40,2,220385.67493112944,F
2.6,7.311,20.6,37.2,37,19.4,249,137,5,98,13.2,8.04,185,283,0,0,0,0,80,1,3,1.7,60,0,2014-04-03T14:12:48Z,2014-04-09T02:12:48Z,1934-04-03,A,M,8753232356,80,6,207612.45674740482,M
1.5,7.26,21.8,37.6,37.1,5.8,70,137,4.1,111,12,10.03,84,199.8,1,0,1,0,23,1,2,1.85,65,0,2014-04-04T09:14:41Z,2014-04-09T09:14:41Z,1954-04-04,D,M,9142957222,60,5,189919.64937910877,M
4,7.31,20.4,36.5,36.2,3,63,141,4.5,118,14.6,11.8,137,138,1,0,0,0,12,0,2,1.65,50,1,2014-04-04T12:56:34Z,2014-04-07T12:56:34Z,1954-04-04,A,M,8426772269,60,3,183654.72910927454,M
2.5,7.53,26.4,34.8,38.1,2.5,81,144,3.5,113,11.2,9.89,381,44.1,0,0,0,0,44,1,8,1.65,65,0,2014-04-04T20:18:35Z,2014-04-05T20:18:35Z,1934-04-04,A,F,1152499688,80,1,238751.1478420569,F
1,7.41,21.9,36.1,36,4.7,68,140,4.5,112,10.6,7.8,186,3.5,0,0,0,0,15,0,7,1.7,70,1,2014-04-04T17:13:08Z,2014-04-05T17:13:08Z,1944-04-04,A,F,2373561557,70,1,242214.5328719723,F
1,7.29,26.7,35,35,10.9,136,131,5.7,129,7.2,5.8,186,8.9,0,1,0,1,16,1,1,1.6,80,0,2014-04-04T01:22:09Z,2014-04-19T01:22:09Z,1934-04-04,A,F,6577532389,80,15,312500,F
1.6,7.36,23.4,35.9,35.3,4.7,79,138,4.2,130,15.2,12.6,159,1.9,1,1,1,1,16,0,7,1.75,80,1,2014-04-04T16:54:43Z,2014-04-05T16:54:43Z,1944-04-04,A,M,3414973138,70,1,261224.48979591834,M
2.3,7.41,23.9,36.5,36.6,10,183,138,3.7,103,20.4,14.15,165,169.3,0,0,0,0,15,0,3,1.8,75,0,2014-04-06T10:37:14Z,2014-04-06T22:37:14Z,1954-04-06,A,M,5355277853,60,0,231481.48148148143,M
4.4,7.38,19.4,35.8,37.2,3.7,38,140,3.6,112,10.8,8.83,262,28,0,0,0,0,15,1,1,1.7,60,0,2014-04-07T01:03:49Z,2014-04-09T01:03:49Z,1974-04-07,A,F,6539996667,40,2,207612.45674740482,F
0.9,7.39,27.1,36.1,37.1,NA,78,140,4.6,125,15.8,13.73,497,175.6,0,0,0,0,15,0,7,1.85,55,0,2014-04-07T18:33:18Z,2014-04-08T18:33:18Z,1934-04-07,A,M,6498139250,80,1,160701.24178232282,M
1.3,7.408,24.7,36,36.3,4.8,98,137,3.6,134,9.9,7.2,94,8.9,0,0,0,0,11,0,2,1.7,55,1,2014-04-07T20:48:54Z,2014-04-10T20:48:54Z,1954-04-07,A,F,4154681559,60,3,190311.41868512108,F
0.6,7.27,16.7,34.1,23.4,3.9,46,143,4.6,110,18.03,17.1,182,17.4,1,1,1,1,12,0,7,1.45,50,0,2014-04-08T04:48:42Z,2014-04-11T04:48:42Z,1964-04-08,A,M,9399154483,50,3,237812.1284185494,M
8.1,7.31,18.7,35.1,34.6,4,144,137,4.7,93,15.28,14.4,220,33,1,1,0,1,22,0,3,1.6,60,1,2014-04-09T06:22:20Z,2014-04-11T18:22:20Z,1954-04-09,A,M,9217799866,60,2,234375,M
1.8,7.25,34.3,36.5,35.8,7.4,102,146,3.6,134,13.4,10.6,487,2,0,0,0,1,13,0,2,1.8,75,0,2014-04-09T11:32:41Z,2014-04-09T23:32:41Z,1944-04-09,A,M,2797394364,70,0,231481.48148148143,M
3.5,7.3,24.1,34.2,34.7,6.3,81,138,4.4,115,17.1,13.7,306,3,1,1,1,1,38,0,7,1.65,65,1,2014-04-09T08:43:41Z,2014-04-12T08:43:41Z,1944-04-09,A,M,2149741962,70,3,238751.1478420569,M
0.5,7.29,25.4,35.4,36.1,5.1,68,141,4.7,126,6.7,5.1,174,5,1,0,0,0,11,0,2,1.75,70,1,2014-04-10T11:32:30Z,2014-04-11T11:32:30Z,1934-04-10,A,M,7157333724,80,1,228571.42857142855,M
1,7.44,20.2,35.8,35.9,11.1,92,137,4.4,115,13,11.2,162,5,1,0,1,1,13,1,7,1.5,85,0,2014-04-10T08:28:13Z,2014-04-12T08:28:13Z,1934-04-10,A,F,9815852965,80,2,377777.7777777778,F
2.6,7.44,23,36.5,36.7,4.4,64,142,3.7,101,14.3,13.28,311,27,1,0,1,0,5,0,7,1.75,95,1,2014-04-12T00:35:41Z,2014-04-13T00:35:41Z,1994-04-12,A,M,7963213497,20,1,310204.081632653,M
1.3,7.31,22,35.8,36.3,5.2,119,141,4.5,94,16.1,15,159,118,1,0,0,0,0,0,7,1.6,60,0,2014-04-12T00:24:55Z,2014-04-13T00:24:55Z,1954-04-12,A,M,1311975659,60,1,234375,M
2,7.28,21.8,36,38.6,3.3,36,135,4.7,118,14.1,2.41,313,26,1,1,1,1,17,0,7,1.6,60,1,2014-04-11T02:21:26Z,2014-04-15T02:21:26Z,1944-04-11,A,F,2175387313,70,4,234375,F
3,7.4,22,36.5,36.8,6.4,57,144,4.5,108,13.2,12.7,116,4,1,0,0,0,14,0,1,1.75,80,1,2014-04-14T22:30:17Z,2014-04-16T10:30:17Z,1944-04-14,A,M,1486626882,70,2,261224.48979591834,M
0.5,7.38,21,36.9,36,5.5,38,142,4.7,10,11.1,13.8,379,60,1,0,0,1,13,0,3,1.7,65,1,2014-04-14T15:43:20Z,2014-04-25T15:43:20Z,1984-04-14,D,F,1874444625,30,11,224913.49480968856,F
8.5,7.38,15,35.1,34.5,1.4,22,126,3.6,102,42.1,35.85,293,233,0,0,1,0,62,1,1,1.8,95,0,2014-04-14T23:26:00Z,2014-04-30T23:26:00Z,1934-04-14,A,F,7557581652,80,16,293209.87654320983,F
1.6,7.3,20.2,35.4,36.6,6.8,138,142,3.9,132,11.9,11.2,225,260,0,0,0,0,23,1,4,1.7,70,0,2014-04-14T14:02:31Z,2014-04-18T02:02:31Z,1944-04-14,A,M,9857815618,70,4,242214.5328719723,M
0.7,7.45,23.2,36.7,37.2,6.2,101,138,4.4,123,20.6,17.5,185,2,0,0,0,0,16,0,10,1.8,80,1,2014-04-16T17:20:03Z,2014-04-20T05:20:03Z,1954-04-16,A,M,8229927588,60,4,246913.58024691354,M
1.3,7.27,24.5,36.4,37.2,NA,306,131,6.5,84,18.9,16.4,229,167.7,1,1,1,1,24,1,1,1.7,85,0,2014-04-16T10:13:21Z,2014-04-28T10:13:21Z,1944-04-16,D,M,6351274680,70,12,294117.6470588235,M
1.1,7.35,23.9,37.5,37,2,52,137,3.6,129,18.4,16.2,281,94.4,0,0,0,0,39,1,2,1.55,75,0,2014-04-16T01:16:59Z,2014-04-25T01:16:59Z,1964-04-16,A,F,2691244962,50,9,312174.8178980229,F
1.3,7.43,26.1,37.2,36.8,11.1,127,133,5.3,92,19.8,15.5,247,14,0,0,0,0,23,0,1,1.65,90,1,2014-04-16T15:53:47Z,2014-04-17T15:53:47Z,1944-04-16,A,F,1567144152,70,1,330578.51239669416,F
1.2,7.46,23.1,37.7,37.2,9.7,331,147,4.7,94,12.7,10.4,202,47,0,0,0,0,60,1,1,1.65,60,0,2014-04-16T09:57:17Z,2014-04-24T09:57:17Z,1974-04-16,A,F,1262386772,40,8,220385.67493112944,F
